"id","name","number_of_review"
"683238884299327665","River Arts furnished apt in Craftsman Home","0"
"683959567296407076","French Broad River Cottage Oasis","0"
"688440633801136672","River Arts District Hidden Gem I","0"
"720169989167279784","Log Cabin","0"
"720494975110782197","Delightful 1- bedroom fully equipped camper","0"
"724499520908533591","Warm Asheville Home with beautiful outdoor deck","0"
"742643748995522886","Kenilworth’s Best! 3-bedroom","0"
"743517816016987005","Modern luxury apartment with fire pit","0"
"806430918323857030","Luxury Mountain Townhome Pet-Friendly with Office","0"
"806482933460486626","Asheville, NC Escape | Private Stay Near Downtown","0"
"807508497950619100","Tennis! Fitness! Blue Ridge Prk!","0"
"819599495422272012","Mountain Modern Eco-House (30+ day only)","0"
"866760195768806468","Urban Oasis: pet friendly, mountain views!","0"
"867552115152302118","Luxury West Asheville cottage","0"
"900105062585449125","Sweet bungalow in popular W. Asheville","0"
"901439717910084309","Asheville Guest Apartment","0"
"903072595055952281","Mountain & Lake View. Pet-friendly. Heated Pool!","0"
"905785209912274618","Cozy Cottage in Montford for 30-Day+ Stays","0"
"908754851232618664","Beautiful mountain getaway! 15 min to Asheville.","0"
"916646111720463847","Hamlet House","0"
"931228431205741838","Peaceful Country Home","0"
"942858349908946356","Le Petite Biscuit Pied-a`-terre!","0"
"949160817922917345","Pisgah Mountain Hideaway","0"
"955233639796735067","Bull Mountain Ridge","0"
"963721505306368285","Ashevilla | Hot Tub, Views & 1 Mi. to Downtown AVL","0"
"980740092749473740","Monthly Rental, Prime West Asheville Location","0"
"983937204393341862","Wisteria Cabin","0"
"985472399990254110","The Corral | 4,000 SQ FT | Upscale South Asheville","0"
"988306833418692855","Stunning cottage east AVL","0"
"997185175590051137","West AVL Studio 15 min Drive to Mission Hospital","0"
"1000942001277060951","Cozy North Asheville Apartment","0"
"1013940615100135123","Creekside Unit in heart of RAD!","0"
"1017649847337023560","Rose Mountain Escape (Pet Friendly)","0"
"1024107364692372252","Asheville Privacy Close to DT, Parkway, Biltmore","0"
"1024933602083067392","Sweet, vintage 3/2 cottage","0"
"1026154516549759017","Sweeten Creek HideAway","0"
"1029022545889038824","Cozy  Mountain View Apt","0"
"1034769334270386943","River City Oasis","0"
"1036791036543002791","Erwin Hills Mansion","0"
"1058874453313530150","W Avl Abode","0"
"1069549318123985505","The Pet Friendly - Berne Chalet","0"
"1073995697146084846","Asheville Charm 2 bedroom 2 bath","0"
"1075455006241011900","Entire House! Hot Tub. Firepit.","0"
"1084084784202143236","Your Downtown Oasis Awaits","0"
"1086271098101271224","Close to downtown Asheville","0"
"1088655356737778927","Walkable Haven: Perfect for Remote Work!","0"
"1090077532639980976","Adorable Cozy Mountain Home","0"
"1093402329061984971","Caribou Retreat","0"
"1103869046792577001","Both Units! - 12 BR, 8 BA, Game Rms, Grill, Decks","0"
"1105967498747853332","Modern Charm house in Asheville","0"
"1108010647405756579","Dream Home East Asheville","0"
"1108103170194850080","5-bedroom Lux Home | Walk to Biltmore Village","0"
"1111445217722843198","Hyde Park Suite","0"
"1111446565682527769","Grosvenor Square Suite","0"
"1111504409264979850","Secluded Mountain Dream","0"
"1112299290980602772","Huge 3 Bedroom Condo, Central Downtown Asheville","0"
"1113154368214531176","Heartwood Collection by CM | Two Cozy Homes by AVL","0"
"1116530083839474055","Cozy West Asheville cabin","0"
"1120308602478756039","Cozy Downtown Apartment","0"
"1123242144043993715","Convenient Fletcher Townhome","0"
"1131441981483584233","Coming Soon! 5 Miles from AVL","0"
"1136886647830516247","4 Homes Together in Asheville!","0"
"1137038789808178847","2 Homes Together in Asheville!","0"
"1138333083967656580","Charming Wooded Cottage","0"
"1139800371514668065","Serene Mountain Getaway on 12 Private Acres","0"
"1140676404871175772","The farmers garden","0"
"1140694685580089658","The Cardinal cottage","0"
"1147717049216160130","Tiny cozy home in West Asheville","0"
"1155001166504746515","Asheville Haven","0"
"1155389768459091527","Cozy West AVL Cottage!","0"
"1156530774802642927","Great Asheville Spot","0"
"1157175314022936472","Meadow Oaks Cottage","0"
"1158685049104687614","Two quiet, private rooms","0"
"1162350780298864626","Room w/ 2 Beds & Full Kitchen - Easy I-240 Access","0"
"1162351828273665200","2 Family-Friendly Rooms w/ 2 Beds & Kitchenette!","0"
"1162352073189611423","Affordable Stay: 3 Rooms w/ Kitchen & Breakfast","0"
"1162353085906512314","4 Rooms w/ Kitchen just Off I-240 - Pets Allowed","0"
"1162354848381864256","For the family! 2 Rooms w/ Kitchenette & 2 Beds","0"
"1162355151780786986","Extend your Stay: 3 Kitchenette Rooms w/ 2 Beds","0"
"1162355452078717127","Off I-240 - 4 Rooms w/ Kitchen and 2 Beds, Pets","0"
"1162357404711726590","Affordable Queen Bed Room Off I-240, Pets Allowed","0"
"1163542023666256933","Hang Your Hat @ Blue Ridge Condo","0"
"1166746827488449399","Walk to DT West Asheville & RAD!","0"
"1167603290229739526","House in Arden","0"
"1172804081991231845","Asheville Oasis Walk to Downtown","0"
"1173253031210510957","Perfect cabin for 2 w/hot tub","0"
"1173292568574156075","Romantic getaway for 2 w/hot tub","0"
"1173899514582069296","Peaceful cabin in the mountains /w hot tub","0"
"1173911579158962295","Cute family cabin w/hot tub 3.7 mile from Biltmore","0"
"1173955724879472461","6 miles from Downtown Asheville cabin w/hot tub","0"
"1173960246669847864","Greg's Getaway w/nice hot tub","0"
"1173979561020810411","Perfect family mountain cabin w/hot tub","0"
"1173996189274163396","Ranch style cabin 3.7 miles from Biltmore House","0"
"1174004675750728449","Cozy cabin w/hot tub access to Mtn to Sea trail","0"
"1176897817161929241","Cute family cabin w/hot tub","0"
"1176912458237934279","Darling cozy cabin w/hot tub","0"
"1177502123309538621","Cozy mountain cabin w/hot tub","0"
"1177589201647607131","3 bedroom cabin w/hot tub","0"
"1193027225173316213","Quiet Hideaway | Private Entry","0"
"1202925339475967687","Whole Dorm @ Sharky's Hostel","0"
"1206075690531103928","Mountain view cottage","0"
"1213767530178485375","Clean and simple","0"
"1218996989132218541","4-Cottage Retreat for Groups!","0"
"1219046818326243954","1Bed Apt Historic Montford (1/4)","0"
"1227448751748326387","Asheville house with Nana","0"
"1229006608071767274","Cozy Nature Nook w/ Yard - Walkable and Convenient","0"
"1233885839706187554","Asheville NC~30 plus day stays only~","0"
"1237966814929731385","Chimney Crest","0"
"1239022058626497369","Asheville Cottage Retreat","0"
"1240864682252380478","House on the Hilltop","0"
"1242704755987416183","Asheville Living","0"
"1243609926374025403","Private and suite","0"
"1244908972206383183","Chic Downtown AVL Retreat 1BD/BA Apt","0"
"1245610550586605727","Walk Downtown, Grocery & Trails!","0"
"1245680783047473352","Master Suite #2 Upstairs w View","0"
"1245758400090853034","Peaceful home close to downtown - Room 2","0"
"1247824227249109917","West Asheville tiny home","0"
"1248535674025692632","Master Bedroom Suite w/ Mtn View","0"
"1252125295541612062","Asheville Walkable Modern Haven","0"
"1252860625929415467","New luxury guesthouse retreat","0"
"1266635472076153681","Stone’s Throw Cottage - 2 miles to downtown","0"
"1268816623204715967","Broadway Apartment 201 in Downtown AVL","0"
"1268848037837118368","Broadway Apartment 203 in Downtown AVL","0"
"1271802415895742795","2 bedroom in Asheville.","0"
"1271884521325461012","Comfy Retreat: Asheville Haven!","0"
"1274181300955355525","Gorgeous & close to everything","0"
"1274214420656155908","The Beaucatcher Motel","0"
"1280511196421164453","Asheville Lake House by CM | Month-to-Month Rental","0"
"1284248377223004980","Charming 2B2B furn. cabin home","0"
"1288400388501786015","Upscale, renovated AVL cottage","0"
"1289204602370564797","Cozy 3BR Home in Asheville","0"
"1301341942947836660","East Asheville Family Home","0"
"1303029558724711675","New Downtown 1 /1 basement apartment","0"
"1310126048723043660","Tiny House Rental in Asheville, NC - The Bat Shack","0"
"1311223213019536530","Sanctuary in W Avl 2 units, pets OK, Biltmore pass","0"
"1320526210624406966","Large home in North Asheville","0"
"1324130902007357404","Asheville-Candler NC ""Art House""","0"
"1325453216436681258","Bent Creek/ NC Arboretum Trails AVL","0"
"1327675595078994021","Entire Farm-7 units, sleeps 20, hot tubs & firepit","0"
"1328628839593408057","Centrally Located Private Oasis with Library","0"
"1332083443222009787","Merrill's Nest, Peaceful 3 BDR, Pets Welcome","0"
"1332933055638789516","Artist's Bungalow in Walkable N. AVL/Monthly Stays","0"
"1334016503347045444","Test- Do Not Book","0"
"1336264921462452403","Cozy Ridge | Pet Friendly, Views & Close to Town!","0"
"1339091513653409760","Asheville River Cabins","0"
"1339902188663720178","Modern and Chic Green Built House","0"
"1344182064944020581","Blue Ridge Creek Retreat","0"
"1344892236055162422","Separate living area and warm afternoon light","0"
"1344892403522641168","Cozy 2nd floor retreat with bedside fireplace","0"
"1344892412524037245","Original primary bedroom in the main house","0"
"1344892555569024303","Overlooks the mountain sunsets & downtown","0"
"1344892697345112355","ADA room with private entrance, fireplace & patio","0"
"1344892700810712430","High ceilings, fireplace, jetted tub and daybed","0"
"1344892824518826234","Vaulted ceilings, jetted tub &  stone fireplace","0"
"1344892836922554366","Jetted tub and ground-level private entry","0"
"1344892976581744979","Private entrance and spacious living area","0"
"1344893100806879621","Classy living space with wet bar & lounge area","0"
"1345064829196607649","Stunning Asheville Access | Near Airport. Pool","0"
"1345065745662036220","Asheville Luxury | Heated Pool. Free Parking & Gym","0"
"1345067952491528393","Near Blue Ridge Parkway | Gym. Free Parking & Pool","0"
"1345084290557693242","Free made-to-order breakfast & evening reception","0"
"1345713485779714248","Tranquil Dog- Friendly Riverfront Home with WIFI","0"
"1346590989391153226","2 Side by Side Homes!","0"
"1348701185023453217","Grand View Asheville NC","0"
"1349273696448077708","Newly Built 6BR Net Zero Home 5 mins to Biltmore","0"
"1355766875682645187","Luxe 5BR Mountainview | Fireplace | W/D","0"
"1355770014074421880","2BR sunlit dog-friendly condo w/ patio, yard & W/D","0"
"1355847144918609182","Cozy 6BR Near Asheville hiking and biking","0"
"1356037671392024576","Charming 1-Bed in West Asheville","0"
"1358827389748265264","Pink House Walkable Wood Retreat","0"
"1361697939586540861","Modern Rustic Mountain Retreat!","0"
"1363733842074530003","Charming retreat with Stunning Views and Wifi","0"
"1366719424331572945","The Grange at the Huntly Estate | Lux Mtn Getaway","0"
"1367525931750552673","Quiet, mtn views, 6 miles from downtown Asheville","0"
"1370183550875392270","Deep Porch, Walk Downtown/ UNCA","0"
"1370286115542312859","Brand New Mountain Retreat","0"
"1370332810979436002","Fully Furnished, New Rental!","0"
"1370605284815510335","Spacious Relax in 4 BR Asheville","0"
"1371301269150221641","Cozy studio near UNCA & DT","0"
"1373430221519437530","Asheville Jewel","0"
"1374646265073191112","Cozy New Build in Asheville.","0"
"1374908331826346596","The Huntly Estate | The Lodge + The Grange","0"
"1377632460105572878","The Immobile Home","0"
"1379125903473576425","Grove Park | Stylish Duplex","0"
"1379787070639024585","Eagle View | Pets, Screened Porch & Stunning Views","0"
"1380734919448575229","Historic House On Beaver Lake","0"
"1380743546209445381","Mountain Vista","0"
"1381784509460685502","Lookout Below","0"
"1382177273176340955","Riverside (Accessible) Retreat","0"
"1385801006629261315","Location Location Location!","0"
"1390519772836635708","Cozy 4BR near Asheville biking and hiking","0"
"1391450351500860786","Historic house Apt #1","0"
"1392150956314501795","Mtn views . 5 mins DT . Priv, 30+days!","0"
"1394217198951993900","Big Moves | Pool Spa Game Room Tikibar Theatre 20+","0"
"1395772893841564727","Luxurious Lakeside Retreat Near Downtown Asheville","0"
"1397406251681197524","Peaceful & Central Studio","0"
"1397705615449366393","Charming Monthly Retreat -Walk to Biltmore Village","0"
"1399316840710674884","Comfortable Quiet Home AVL/HVL","0"
"1403768080534460470","Historic 7BR - Walk to DT AVL","0"
"1406689518316286128","Mountain View Summer Rental - close to town","0"
"1408795896461472114","Pollinator Garden Home","0"
"1409017352093438826","Walkable West Asheville Cottage","0"
"1409368432681124741","Charming Mid-Century Sunny Home","0"
"1409423457410569445","Serene Retreat | Hot Tub, Game Room, Near Biltmore","0"
"1410218047613369832","Montford Oasis Near Downtown Asheville","0"
"1410425243632311456","test listing (mid risk)","0"
"1411586624222429656","City View From Your Living Room!","0"
"1411903692404362096","Hidden gem: Country Setting in the City","0"
"1415322105740342552","Birdy Bungalow","0"
"1418190520728380366","550) Massive 4 bedroom home/Sleeps 19","0"
"1419034164682545598","Cozy Cottage AVL","0"
"1421803270055740085","Magic Earth House","0"
"1422596972716010607","5 Mi to Dtwn Asheville: Tranquil Cabin Retreat!","0"
"1427597611083444364","Short Lived Luxury","0"
"1428205732574235066","Chic AVL Bungalow Retreat • 5 Min to DT & Biltmore","0"
"1429073788194574081","The Summit Overlook","0"
"1430565385169843570","The Asheville Hideaway","0"
"1432041910722025749","Haw Creek Cottage","0"
"1432494787867569931","Playground•Fenced Yard•Arcade Room•Hot Tub•Sauna","0"
"1432708561294660309","8 Br~Sleeps 24~Hot Tub~Game Room~Dog Friendly!","0"
"1433340769773581099","Cozy WAVL home w/yard & porch","0"
"1434262681449830059","Brand New! 1.7m to Biltmore","0"
"1434975190345960951","Renovated 2BR near downtown with central air","0"
"1435558982371323839","Home in Asheville, Pet Friendly","0"
"1436226190799401067","Historic 2BR near downtown with central air","0"
"1436226198666739126","Updated 1BR | Deck | W/D | Central AC","0"
"1436226495156182866","Remodeled 1BR | Deck | Washer/Dryer","0"
"1437679037516249548","Treetop Escape • A-Frame Chalet • Sauna • Game Roo","0"
"1437717083475941755","Large 3 Bedroom 40 Foot Terrace","0"
"1437780567963765696","Group Getaway Hot Tub Firepit","0"
"1439952607678984916","NEW! Stylish Cabin-Firepit-Hot Tub-Dog Friendly!","0"
"1440119803496204355","50% Off Bright Room ‘Til Home is Fully Furnished","0"
"1440833133502091903","Townhouse in quiet community","0"
"1441204309865360649","Mtn Cabana: Hot tub, Fire Pit, Walk to Breweries!","0"
